Village,Year,Crop,Rainfall_Q1,Temp_Q1,Pest_Q1,Rainfall_Q2,Temp_Q2,Pest_Q2,Rainfall_Q3,Temp_Q3,Pest_Q3,Rainfall_Q4,Temp_Q4,Pest_Q4,Harvest_Quarter,Annual_Yield_hg_per_ha
Sakleshpur,2020,Sunflower,20.83,31.24,1.2,65.73,32.94,8.77,371.88,26.82,20.44,79.48,26.18,4.48,Q4,13920
Sathyamangalam,2006,Arecanut,13.49,36.4,7.88,76.92,32.74,59.4,412.08,35.75,66.19,90.63,30.73,13.2,Q4,17110
Sathyamangalam,2006,Mango,19.85,27.05,2.72,80.31,23.74,11.59,473.77,22.58,24.66,100.08,27.35,5.63,Q4,20880
Sathyamangalam,2006,Millet,114.02,24.24,26.28,435.3,26.08,32.63,1322.38,19.72,18.96,329.1,20.34,24.95,Q4,21400
Sathyamangalam,2006,Sugarcane,12.75,31.49,5.25,63.18,25.58,16.29,398.3,33.08,25.62,86.93,25.12,4.0,Q4,36350
Sathyamangalam,2012,Millet,21.1,26.15,2.33,87.43,22.9,8.97,513.31,21.69,25.32,107.5,23.72,3.28,Q4,22490
Sathyamangalam,2012,Ragi,98.12,28.05,1.88,403.62,21.44,12.5,1202.12,22.91,31.42,301.84,27.33,5.12,Q4,52800
Sathyamangalam,2012,Tomato,22.73,22.81,29.59,75.04,28.6,26.7,451.74,26.19,24.31,94.31,24.5,15.98,Q4,680450
Sathyamangalam,2012,Turmeric,22.74,32.97,1.44,85.44,27.95,12.82,483.93,28.92,26.33,104.07,33.36,4.76,Q4,45170
Sathyamangalam,2013,Jowar,44.37,28.34,2.55,136.03,30.13,13.51,547.45,29.83,28.86,177.08,31.38,5.75,Q4,45620
Sathyamangalam,2013,Mango,69.97,19.64,16.0,299.06,21.39,5.51,895.2,18.58,13.85,224.57,22.8,28.18,Q4,175000
Sathyamangalam,2013,Millet,14.55,26.23,3.52,79.66,29.41,9.18,452.17,29.79,23.2,96.7,21.44,4.11,Q4,20030
Sathyamangalam,2013,Turmeric,41.2,31.72,1.65,127.55,31.68,12.76,488.32,30.19,23.45,164.48,29.09,4.77,Q4,43140
Sathyamangalam,2016,Mango,52.81,25.78,3.22,173.36,26.1,10.74,689.61,27.31,30.25,228.83,22.56,6.63,Q4,51200
Sathyamangalam,2016,Paddy,76.77,28.45,16.22,293.04,22.27,21.92,886.58,16.44,13.42,220.29,28.12,12.27,Q4,11410
Sathyamangalam,2016,Sugarcane,62.47,18.35,18.8,245.46,22.59,23.15,731.22,19.65,14.3,186.51,26.07,8.16,Q4,9340
Sathyamangalam,2016,Turmeric,18.04,21.85,1.78,81.05,26.36,9.08,474.18,18.13,24.48,106.07,26.84,4.17,Q4,20880
Sathyamangalam,2017,Coffee,72.03,24.81,21.88,303.06,27.05,23.83,898.52,19.36,13.08,221.64,19.24,8.54,Q4,11800
Sathyamangalam,2017,Jowar,33.48,24.58,0.18,104.66,27.74,8.69,416.93,26.17,19.96,141.54,20.25,2.59,Q4,19400
Sathyamangalam,2017,Onion,62.93,22.44,18.45,256.27,25.21,23.63,777.05,21.81,10.27,194.77,26.63,9.34,Q4,9800
Sathyamangalam,2017,Potato,22.78,27.32,30.47,83.39,32.04,32.44,492.7,23.77,26.98,101.62,27.38,14.66,Q4,750560
Sathyamangalam,2020,Cotton,25.3,23.91,2.99,88.27,23.39,10.12,525.35,25.48,28.71,117.48,27.71,5.41,Q4,22850
Sathyamangalam,2020,Jowar,13.78,30.27,5.5,61.66,34.82,51.53,377.24,22.61,57.44,84.67,35.42,13.19,Q4,15480
Sathyamangalam,2020,Maize,85.38,22.38,22.29,362.38,31.85,23.47,1090.73,27.56,17.29,273.55,29.43,23.3,Q4,18320
Sathyamangalam,2020,Potato,74.98,18.93,20.93,310.09,26.72,23.17,926.35,23.18,11.88,233.25,23.91,12.72,Q4,12250
Shahpur,2008,Cotton,99.29,26.88,22.51,397.46,19.61,28.05,1185.36,22.75,20.36,292.89,28.74,24.95,Q4,19580
Shahpur,2008,Millet,104.49,26.49,25.82,410.11,26.84,30.16,1224.87,25.64,20.9,308.32,21.12,26.69,Q4,20150
Shahpur,2008,Turmeric,32.62,27.34,0.11,90.52,25.18,3.6,370.5,26.34,17.41,116.97,27.71,5.83,Q4,16950
Shahpur,2008,Wheat,31.75,29.68,0.71,97.95,22.77,7.51,393.13,21.8,18.29,133.05,26.12,3.06,Q4,18170
Shahpur,2010,Maize,20.35,25.42,3.26,71.7,33.78,16.86,449.9,19.8,27.53,95.74,32.64,5.3,Q4,40340
Shahpur,2010,Paddy,22.96,27.81,1.12,87.82,32.64,8.44,520.65,31.56,28.35,112.75,33.72,5.77,Q4,48160
Shahpur,2010,Potato,58.54,19.87,14.39,223.93,23.17,7.35,662.28,23.83,12.77,164.28,19.8,23.22,Q4,135300
Shahpur,2010,Ragi,48.64,30.31,1.53,137.79,25.83,11.94,554.09,31.14,26.0,181.62,30.28,4.26,Q4,45830
Shahpur,2012,Bengal Gram,18.43,30.75,3.92,72.89,27.58,8.49,424.82,30.13,26.51,92.01,29.22,4.62,Q4,41000
Shahpur,2012,Jowar,53.97,19.46,12.39,228.65,22.51,5.88,672.77,26.73,12.51,169.74,28.41,22.08,Q4,137400
Shahpur,2012,Millet,38.98,23.0,4.28,101.82,26.01,5.76,403.66,25.39,18.49,136.01,22.22,1.0,Q4,18785
Shahpur,2012,Paddy,47.8,24.75,2.37,128.01,33.72,7.25,508.54,28.15,27.46,166.55,24.19,4.76,Q4,44180
Shahpur,2019,Cotton,35.84,24.49,26.84,96.21,27.55,36.08,410.87,23.5,7.95,140.94,24.39,9.44,Q2,80880
Shahpur,2019,Jowar,28.18,27.17,24.79,101.98,27.87,32.39,387.71,22.59,7.97,128.55,23.59,5.51,Q2,78050
Shahpur,2019,Onion,47.3,34.08,34.35,140.86,26.31,35.65,578.92,26.88,29.26,188.65,26.32,18.42,Q4,865680
Shahpur,2019,Wheat,26.04,24.59,36.05,96.2,22.42,34.41,556.1,25.82,30.37,122.56,21.66,18.34,Q4,880750
Shahpur,2022,Jowar,40.16,23.99,4.55,116.68,23.13,10.79,475.0,29.91,20.73,161.33,22.58,3.76,Q4,21870
Shahpur,2022,Onion,19.58,22.53,31.66,89.36,27.45,29.39,517.27,23.21,25.71,114.15,29.08,16.59,Q4,795970
Shahpur,2022,Ragi,71.36,26.19,17.23,286.64,25.6,5.42,849.12,25.13,13.63,209.8,27.56,25.85,Q4,165400
Shahpur,2022,Sunflower,50.72,32.93,2.3,134.56,25.47,11.9,545.92,28.34,28.97,184.03,26.34,6.24,Q4,45620
Shahpur,2023,Arecanut,97.2,20.54,0.49,391.68,29.07,13.76,1192.77,19.01,33.09,294.9,27.97,3.04,Q4,52380
Shahpur,2023,Onion,102.93,21.32,3.76,414.79,30.09,16.17,1252.27,20.45,30.9,308.75,21.36,7.13,Q4,54080
Shahpur,2023,Sunflower,36.14,33.44,27.76,99.5,23.37,31.45,385.1,27.23,6.89,131.83,30.96,7.27,Q2,76810
Shahpur,2023,Turmeric,20.19,33.14,2.87,63.14,31.74,10.39,381.45,26.03,19.64,81.56,31.6,3.04,Q4,14170
Shimoga,2007,Maize,14.51,24.17,26.01,72.08,23.91,28.81,424.44,28.16,20.69,91.5,28.35,11.26,Q4,620440
Shimoga,2007,Millet,116.45,25.98,28.67,441.31,30.7,33.54,1316.68,26.24,18.34,334.48,24.15,25.73,Q4,21400
Shimoga,2007,Tomato,40.15,22.98,2.83,106.98,24.84,8.35,441.09,19.96,21.32,154.45,27.62,2.5,Q4,20890
Shimoga,2007,Wheat,16.31,33.14,26.16,70.53,31.84,26.28,447.84,25.57,23.7,93.57,20.91,12.84,Q4,665720
Shimoga,2016,Arecanut,15.64,31.4,0.73,82.69,27.35,8.32,468.09,27.04,25.67,97.6,28.15,4.06,Q4,20570
Shimoga,2016,Groundnut,20.79,32.24,5.22,72.34,33.2,55.96,389.21,27.6,61.29,85.32,26.36,17.5,Q4,16220
Shimoga,2016,Tomato,51.78,31.5,37.92,156.26,26.09,33.67,640.3,29.42,31.78,211.86,28.99,19.8,Q4,970630
Shimoga,2016,Wheat,22.49,34.66,3.09,66.48,36.04,11.16,414.15,33.23,24.43,86.39,28.72,4.14,Q4,40410
Shimoga,2017,Mango,15.79,24.73,5.24,64.15,28.33,12.43,360.22,29.42,24.67,84.6,27.98,4.8,Q4,33880
Shimoga,2017,Ragi,108.94,25.92,2.36,433.24,23.83,14.58,1286.18,24.91,35.44,317.86,24.37,4.26,Q4,55550
Shimoga,2017,Sugarcane,19.45,25.44,2.7,72.33,25.44,9.35,438.19,25.76,22.35,96.14,23.1,2.25,Q4,19570
Shimoga,2017,Tomato,86.98,22.61,1.78,337.51,21.88,14.63,1013.86,23.44,29.69,254.79,27.49,7.77,Q4,47100
Shimoga,2018,Arecanut,18.82,33.38,4.55,68.71,29.32,12.35,385.59,30.44,23.92,81.51,28.5,2.65,Q4,35600
Shimoga,2018,Coffee,23.5,23.04,-1.33,88.67,23.48,8.53,359.77,28.68,14.73,121.27,28.86,3.61,Q4,16950
Shimoga,2018,Sugarcane,33.25,30.71,26.29,102.58,29.73,32.31,394.76,25.92,5.29,132.08,28.63,6.72,Q2,78960
Shimoga,2018,Sunflower,58.49,26.77,18.98,221.52,24.63,18.29,675.13,25.65,13.46,170.19,23.51,8.77,Q4,8420
Shimoga,2022,Coffee,97.58,20.52,4.39,375.23,21.68,10.71,1129.53,20.66,30.78,278.66,23.22,3.07,Q4,50380
Shimoga,2022,Paddy,87.24,26.49,0.6,367.69,27.45,11.07,1095.75,25.39,32.08,273.06,26.19,5.88,Q4,49520
Shimoga,2022,Sunflower,29.32,30.23,3.05,89.75,24.17,8.59,368.3,28.78,17.69,117.26,25.6,0.79,Q4,16950
Shimoga,2022,Tomato,20.35,24.58,1.5,68.39,30.73,14.25,378.03,31.33,22.38,82.22,26.48,3.89,Q4,34970
Shimoga,2023,Mango,113.44,25.06,28.64,452.38,28.76,33.51,1347.75,28.61,22.81,331.71,21.56,27.55,Q4,21950
Shimoga,2023,Potato,76.56,20.53,12.59,296.91,22.09,4.87,893.84,25.36,11.66,229.96,21.9,30.28,Q4,175000
Shimoga,2023,Tomato,59.16,32.13,37.07,174.4,32.44,40.86,689.9,21.77,31.28,233.07,26.36,19.03,Q4,1050000
Shimoga,2023,Wheat,114.32,19.33,1.54,450.52,24.88,15.92,1354.82,18.47,34.77,341.67,24.91,7.03,Q4,57450
Shivamogga,2005,Arecanut,92.5,24.5,22.55,370.0,25.73,27.06,1110.0,23.28,18.04,277.5,23.77,22.55,Q4,18520
Shivamogga,2005,Paddy,92.5,24.5,2.51,370.0,25.73,12.53,1110.0,23.28,30.06,277.5,23.77,5.01,Q4,50150
Shivamogga,2005,Tomato,91.71,25.45,1.87,367.09,23.32,13.84,1109.45,25.13,29.93,275.66,21.11,3.35,Q4,50150
Shivamogga,2005,Turmeric,90.98,27.17,2.75,368.35,25.57,11.87,1111.95,25.05,31.09,279.86,21.74,6.21,Q4,50150
Shivamogga,2006,Arecanut,97.5,25.0,23.63,390.0,26.25,28.35,1170.0,23.75,18.9,292.5,24.25,23.63,Q4,19350
Shivamogga,2006,Bengal Gram,96.53,26.4,22.32,387.45,27.21,28.5,1171.79,23.12,17.99,292.41,27.16,25.53,Q4,19350
Shivamogga,2006,Paddy,97.5,25.0,2.62,390.0,26.25,13.08,1170.0,23.75,31.38,292.5,24.25,5.23,Q4,51850
Shivamogga,2006,Wheat,97.39,24.48,25.53,392.09,27.93,29.5,1170.55,26.48,19.0,290.28,25.24,23.79,Q4,19350
Shivamogga,2007,Arecanut,89.0,24.8,22.03,356.0,26.04,26.43,1068.0,23.56,17.62,267.0,24.06,22.03,Q4,17980
Shivamogga,2007,Bengal Gram,88.59,26.47,4.26,356.79,24.03,12.54,1070.04,25.19,30.65,269.7,23.6,5.98,Q4,48680
Shivamogga,2007,Millet,86.79,26.6,23.76,357.84,27.28,27.86,1066.45,20.92,16.64,267.0,26.89,22.71,Q4,17980
Shivamogga,2007,Paddy,89.0,24.8,2.45,356.0,26.04,12.23,1068.0,23.56,29.34,267.0,24.06,4.89,Q4,48680
Shivamogga,2008,Arecanut,105.0,24.2,24.95,420.0,25.41,29.94,1260.0,22.99,19.96,315.0,23.47,24.95,Q4,20600
Shivamogga,2008,Paddy,105.0,24.2,2.77,420.0,25.41,13.85,1260.0,22.99,33.24,315.0,23.47,5.54,Q4,54500
Shivamogga,2008,Pepper,103.97,24.63,1.72,417.82,23.38,14.52,1258.11,21.76,34.61,315.34,23.8,6.11,Q4,54500
Shivamogga,2008,Wheat,107.92,22.14,4.61,417.53,23.01,12.04,1258.72,20.2,33.7,316.5,25.71,3.57,Q4,54500
Shivamogga,2009,Arecanut,91.0,25.3,22.83,364.0,26.57,27.39,1092.0,24.04,18.26,273.0,24.54,22.83,Q4,18320
Shivamogga,2009,Millet,93.46,23.11,2.03,364.6,26.81,11.85,1090.04,25.13,30.07,271.59,21.87,5.16,Q4,49520
Shivamogga,2009,Paddy,91.0,25.3,2.56,364.0,26.57,12.8,1092.0,24.04,30.72,273.0,24.54,5.12,Q4,49520
Shivamogga,2009,Pepper,89.03,27.21,22.87,364.06,28.42,25.56,1090.4,24.06,17.72,273.09,24.76,24.68,Q4,18320
Shivamogga,2010,Arecanut,100.0,24.6,24.15,400.0,25.83,28.98,1200.0,23.37,19.32,300.0,23.86,24.15,Q4,19800
Shivamogga,2010,Paddy,100.0,24.6,2.69,400.0,25.83,13.45,1200.0,23.37,32.28,300.0,23.86,5.38,Q4,52800
Shivamogga,2010,Turmeric,97.12,27.18,24.9,399.55,28.76,28.99,1199.09,25.09,18.34,298.0,23.31,22.45,Q4,19800
Shivamogga,2010,Wheat,98.79,26.73,4.22,399.2,26.76,13.32,1197.63,21.2,31.81,302.32,24.78,3.42,Q4,52800
Shivamogga,2011,Arecanut,85.0,25.6,21.43,340.0,26.88,25.71,1020.0,24.32,17.14,255.0,24.83,21.43,Q4,17300
Shivamogga,2011,Paddy,85.0,25.6,2.38,340.0,26.88,11.88,1020.0,24.32,28.5,255.0,24.83,4.75,Q4,47100
Shivamogga,2011,Sunflower,87.64,22.81,1.26,337.94,25.81,12.75,1017.75,26.68,30.27,257.45,25.48,5.56,Q4,47100
Shivamogga,2011,Turmeric,83.55,22.65,20.92,341.56,26.11,26.34,1017.78,25.2,18.5,253.76,24.57,22.06,Q4,17300
Shivamogga,2012,Arecanut,110.0,24.0,25.8,440.0,25.2,30.96,1320.0,22.8,20.64,330.0,23.28,25.8,Q4,21400
Shivamogga,2012,Bengal Gram,111.79,25.22,27.08,437.82,27.05,31.82,1317.06,24.57,19.2,332.89,23.65,25.74,Q4,21400
Shivamogga,2012,Paddy,110.0,24.0,2.91,440.0,25.2,14.53,1320.0,22.8,34.86,330.0,23.28,5.81,Q4,56400
Shivamogga,2012,Turmeric,112.34,21.34,2.24,440.39,23.21,14.53,1317.08,24.43,33.67,332.87,21.6,5.38,Q4,56400
Shivamogga,2013,Arecanut,95.0,24.9,23.35,380.0,26.15,28.02,1140.0,23.66,18.68,285.0,24.15,23.35,Q4,19000
Shivamogga,2013,Paddy,95.0,24.9,2.65,380.0,26.15,13.23,1140.0,23.66,31.74,285.0,24.15,5.29,Q4,50900
Shivamogga,2013,Sunflower,92.49,22.33,21.46,379.6,27.87,29.51,1137.74,21.59,18.78,282.53,25.58,24.08,Q4,19000
Shivamogga,2013,Turmeric,92.74,25.43,1.34,380.88,28.9,12.66,1142.81,22.93,30.5,286.66,22.31,5.46,Q4,50900
Shivamogga,2014,Arecanut,87.5,25.2,22.25,350.0,26.46,26.7,1050.0,23.94,17.8,262.5,24.44,22.25,Q4,17750
Shivamogga,2014,Bengal Gram,84.53,26.85,22.08,351.52,27.24,27.61,1048.15,25.96,16.37,263.64,25.24,21.97,Q4,17750
Shivamogga,2014,Paddy,87.5,25.2,2.48,350.0,26.46,12.38,1050.0,23.94,29.7,262.5,24.44,4.95,Q4,48050
Shivamogga,2014,Wheat,85.1,26.65,22.07,352.54,26.51,26.89,1052.39,23.8,17.07,260.75,25.72,22.06,Q4,17750
Shivamogga,2015,Arecanut,82.5,25.9,20.98,330.0,27.2,25.17,990.0,24.61,16.78,247.5,25.12,20.98,Q4,16850
Shivamogga,2015,Bengal Gram,81.07,24.36,4.06,330.56,27.19,10.7,989.57,21.97,27.32,249.48,23.63,6.61,Q4,45850
Shivamogga,2015,Paddy,82.5,25.9,2.32,330.0,27.2,11.58,990.0,24.61,27.78,247.5,25.12,4.63,Q4,45850
Shivamogga,2015,Sunflower,83.03,28.32,21.52,329.87,26.41,26.02,991.4,25.98,18.31,249.69,23.26,21.08,Q4,16850
Shivamogga,2016,Arecanut,102.5,24.4,24.55,410.0,25.62,29.46,1230.0,23.18,19.64,307.5,23.67,24.55,Q4,20150
Shivamogga,2016,Onion,101.54,26.37,25.08,411.11,25.39,29.77,1228.85,23.51,18.93,306.51,25.09,24.9,Q4,20150
Shivamogga,2016,Paddy,102.5,24.4,2.73,410.0,25.62,13.65,1230.0,23.18,32.76,307.5,23.67,5.46,Q4,53650
Shivamogga,2016,Pepper,103.67,26.36,26.41,407.26,25.69,29.89,1229.45,23.94,18.1,310.04,26.51,22.85,Q4,20150
Shivamogga,2017,Arecanut,94.0,25.0,23.13,376.0,26.25,27.75,1128.0,23.75,18.5,282.0,24.25,23.13,Q4,18780
Shivamogga,2017,Bengal Gram,92.03,24.94,0.82,376.28,23.34,14.04,1129.04,25.07,31.53,283.45,21.83,6.33,Q4,50380
Shivamogga,2017,Paddy,94.0,25.0,2.59,376.0,26.25,12.95,1128.0,23.75,31.08,282.0,24.25,5.18,Q4,50380
Shivamogga,2017,Wheat,96.89,25.47,24.96,378.18,28.3,27.06,1125.89,20.88,17.8,279.65,25.09,21.28,Q4,18780
Shivamogga,2018,Arecanut,90.0,25.4,22.7,360.0,26.67,27.24,1080.0,24.13,18.16,270.0,24.64,22.7,Q4,18100
Shivamogga,2018,Paddy,90.0,25.4,2.54,360.0,26.67,12.7,1080.0,24.13,30.48,270.0,24.64,5.08,Q4,49100
Shivamogga,2018,Sunflower,91.77,25.99,20.77,358.72,25.85,27.6,1082.9,26.55,16.52,267.3,24.58,21.99,Q4,18100
Shivamogga,2018,Tomato,89.17,25.06,22.08,359.21,27.09,28.71,1079.47,23.28,16.29,269.65,24.05,24.4,Q4,18100
Shivamogga,2019,Arecanut,107.5,24.1,25.38,430.0,25.31,30.45,1290.0,22.9,20.3,322.5,23.38,25.38,Q4,20950
Shivamogga,2019,Paddy,107.5,24.1,2.85,430.0,25.31,14.23,1290.0,22.9,34.14,322.5,23.38,5.69,Q4,55550
Shivamogga,2019,Pepper,106.22,24.64,24.42,429.35,26.58,31.47,1289.95,20.91,18.94,322.6,21.04,25.76,Q4,20950
Shivamogga,2019,Tomato,108.43,26.8,25.88,430.53,23.79,30.18,1292.53,21.42,20.72,321.97,26.03,25.61,Q4,20950
Shivamogga,2020,Arecanut,99.0,24.7,23.98,396.0,25.94,28.77,1188.0,23.47,19.18,297.0,23.96,23.98,Q4,19580
Shivamogga,2020,Bengal Gram,101.61,27.27,22.78,394.9,23.3,29.53,1186.89,23.99,20.0,296.16,25.66,23.02,Q4,19580
Shivamogga,2020,Millet,100.15,26.24,2.29,393.16,23.16,12.76,1189.2,24.41,30.41,294.78,24.34,4.4,Q4,52380
Shivamogga,2020,Paddy,99.0,24.7,2.66,396.0,25.94,13.3,1188.0,23.47,31.92,297.0,23.96,5.32,Q4,52380
Shivamogga,2021,Arecanut,91.5,25.5,22.9,366.0,26.78,27.48,1098.0,24.23,18.32,274.5,24.74,22.9,Q4,18430
Shivamogga,2021,Millet,89.62,24.77,0.8,365.22,28.8,13.29,1095.81,24.76,30.31,273.17,25.07,5.06,Q4,49730
Shivamogga,2021,Paddy,91.5,25.5,2.52,366.0,26.78,12.58,1098.0,24.23,30.18,274.5,24.74,5.03,Q4,49730
Shivamogga,2021,Pepper,91.95,24.68,3.2,364.07,28.28,12.7,1096.22,23.07,29.51,277.26,26.82,5.95,Q4,49730
Shivamogga,2022,Arecanut,104.0,24.3,24.75,416.0,25.52,29.7,1248.0,23.09,19.8,312.0,23.57,24.75,Q4,20380
Shivamogga,2022,Bengal Gram,103.32,25.46,25.51,414.35,23.0,30.46,1246.72,24.79,18.35,311.32,20.84,26.54,Q4,20380
Shivamogga,2022,Paddy,104.0,24.3,2.75,416.0,25.52,13.75,1248.0,23.09,33.0,312.0,23.57,5.5,Q4,54080
Shivamogga,2022,Wheat,102.2,21.63,4.53,415.15,28.19,14.4,1249.71,20.67,32.58,309.8,23.34,4.86,Q4,54080
Shivamogga,2023,Arecanut,86.0,25.8,21.63,344.0,27.09,25.95,1032.0,24.51,17.3,258.0,25.03,21.63,Q4,17520
Shivamogga,2023,Bengal Gram,88.77,26.54,22.88,345.9,26.45,26.61,1033.4,22.24,16.82,257.61,23.05,22.27,Q4,17520
Shivamogga,2023,Paddy,86.0,25.8,2.4,344.0,27.09,12.0,1032.0,24.51,28.8,258.0,25.03,4.8,Q4,47520
Shivamogga,2023,Sunflower,88.01,26.6,2.83,343.25,27.52,13.15,1033.48,25.99,28.82,255.6,24.52,3.96,Q4,47520
Shivamogga,2024,Arecanut,112.5,23.8,26.25,450.0,24.99,31.5,1350.0,22.61,21.0,337.5,23.09,26.25,Q4,21950
Shivamogga,2024,Paddy,112.5,23.8,2.97,450.0,24.99,14.83,1350.0,22.61,35.58,337.5,23.09,5.93,Q4,57450
Shivamogga,2024,Pepper,114.76,21.97,26.75,451.0,23.82,31.29,1347.91,25.52,21.59,336.17,25.64,27.76,Q4,21950
Shivamogga,2024,Turmeric,113.94,22.02,27.71,449.22,23.81,30.24,1349.11,20.44,22.13,339.63,23.13,26.49,Q4,21950
Shrirampur,2006,Coffee,19.99,27.31,1.87,68.18,28.69,10.21,396.91,30.6,21.98,88.92,26.7,1.88,Q4,38720
Shrirampur,2006,Millet,39.47,27.55,-1.87,114.34,26.58,9.4,469.21,24.41,22.49,161.05,27.03,3.64,Q4,21450
Shrirampur,2006,Ragi,22.79,30.66,3.74,75.82,29.46,11.29,472.82,27.32,21.59,100.44,26.89,4.07,Q4,18030
Shrirampur,2006,Tomato,16.56,31.96,0.65,62.58,25.63,14.54,390.82,25.07,23.42,82.24,29.59,6.43,Q4,35920
Shrirampur,2010,Coffee,12.6,21.9,0.17,76.99,30.88,8.77,422.6,25.86,21.61,92.4,33.0,5.75,Q4,18910
Shrirampur,2010,Groundnut,18.13,33.27,10.35,81.44,27.1,64.66,490.36,28.64,73.79,109.17,31.13,15.02,Q4,20580
Shrirampur,2010,Onion,90.62,29.38,23.05,367.38,28.13,28.14,1091.63,19.74,16.65,276.08,25.1,23.11,Q4,18320
Shrirampur,2010,Sugarcane,18.72,23.53,2.51,73.2,27.65,7.08,424.52,24.82,24.27,96.62,33.51,6.41,Q4,18910
Shrirampur,2012,Arecanut,19.82,29.79,29.39,82.95,23.58,28.61,469.5,25.24,22.38,95.89,25.02,11.63,Q4,700570
Shrirampur,2012,Groundnut,60.63,26.54,15.5,228.32,27.83,20.68,687.48,20.74,13.67,177.32,24.39,9.19,Q4,8610
Shrirampur,2012,Maize,72.23,29.67,19.05,265.2,22.33,20.77,804.91,25.17,11.21,203.07,20.06,12.15,Q4,10250
Shrirampur,2012,Sugarcane,63.65,22.71,19.73,243.46,23.37,18.9,725.5,28.51,12.63,181.99,25.43,8.7,Q4,9190
Shrirampur,2015,Arecanut,37.42,28.29,24.42,106.21,30.28,34.44,406.07,28.33,8.65,140.71,21.2,6.31,Q2,80300
Shrirampur,2015,Onion,16.6,27.7,3.3,56.52,35.93,11.9,359.47,32.94,24.04,80.45,25.91,6.27,Q4,33170
Shrirampur,2015,Potato,68.03,20.21,18.0,252.12,29.66,20.47,772.12,20.04,13.29,190.74,22.13,8.48,Q4,9710
Shrirampur,2015,Sunflower,19.46,32.56,-0.03,64.94,26.63,10.15,405.51,25.0,23.87,87.63,22.67,5.47,Q4,17860
Shrirampur,2022,Arecanut,46.03,32.14,33.28,138.84,31.42,35.6,571.15,21.84,31.52,190.26,26.77,18.82,Q4,865680
Shrirampur,2022,Bengal Gram,54.49,27.81,38.25,168.34,26.67,40.14,694.38,18.59,29.3,223.55,25.57,17.17,Q4,1050000
Shrirampur,2022,Maize,17.65,24.8,0.9,63.87,29.66,9.73,382.13,28.48,22.89,78.08,27.92,4.48,Q4,14550
Shrirampur,2022,Turmeric,35.66,28.84,24.03,105.81,21.23,35.53,424.82,24.12,9.89,137.71,25.49,9.03,Q2,83000
Shrirampur,2024,Coffee,15.39,27.19,2.68,63.76,25.76,17.06,397.99,32.64,27.23,82.24,27.01,5.15,Q4,36350
Shrirampur,2024,Paddy,95.79,22.0,4.25,364.26,28.01,10.34,1096.86,23.51,32.01,273.26,24.89,3.87,Q4,49730
Shrirampur,2024,Pepper,12.87,29.49,27.42,76.34,21.17,24.06,405.89,26.82,22.8,87.91,26.36,10.72,Q4,590360
Shrirampur,2024,Turmeric,58.44,27.46,33.79,169.72,34.95,33.17,652.52,30.61,29.76,219.82,29.07,18.26,Q4,980220
Sindhanur,2007,Groundnut,21.69,29.76,3.65,69.55,30.16,9.82,418.2,30.25,26.17,93.82,32.07,2.12,Q4,41000
Sindhanur,2007,Jowar,50.4,29.96,32.77,150.5,34.84,34.76,629.58,27.7,28.13,210.96,33.28,17.86,Q4,955760
Sindhanur,2007,Sugarcane,52.04,25.73,37.38,156.84,25.08,34.91,646.04,26.82,29.84,217.98,29.24,18.78,Q4,970630
Sindhanur,2007,Turmeric,57.1,27.92,0.88,163.22,30.1,14.06,645.52,25.03,30.2,218.53,28.05,3.35,Q4,50030
Sindhanur,2011,Arecanut,24.56,22.83,30.74,81.97,25.62,31.68,499.85,24.27,27.64,107.28,20.95,14.99,Q4,765920
Sindhanur,2011,Onion,66.83,26.98,15.62,247.4,26.04,5.03,736.4,24.66,9.88,181.17,20.2,25.44,Q4,151200
Sindhanur,2011,Pepper,54.47,26.64,40.28,170.03,30.85,36.95,687.62,21.69,31.36,228.9,22.82,15.62,Q4,1050000
Sindhanur,2011,Sunflower,31.56,29.62,0.38,106.07,23.68,9.86,427.42,22.29,18.73,142.28,27.64,3.39,Q4,20130
Sindhanur,2014,Coffee,44.84,31.43,1.96,143.7,32.38,13.94,582.05,23.92,27.45,198.92,25.07,6.61,Q4,47580
Sindhanur,2014,Groundnut,110.8,21.51,2.98,450.67,22.85,15.56,1352.82,18.53,35.89,339.16,27.46,8.04,Q4,57450
Sindhanur,2014,Pepper,61.59,20.48,17.33,261.04,25.44,24.22,769.1,29.29,12.85,194.2,17.79,8.29,Q4,9710
Sindhanur,2014,Turmeric,31.47,24.89,3.1,92.08,33.52,6.31,379.1,23.4,20.18,123.61,28.16,2.77,Q4,17580
Sindhanur,2016,Bengal Gram,53.51,29.07,3.35,154.19,27.9,10.84,608.41,24.4,27.1,206.7,26.92,6.02,Q4,48620
Sindhanur,2016,Groundnut,17.04,32.26,-0.32,70.74,28.47,11.49,398.38,32.04,17.41,85.24,25.04,3.95,Q4,14950
Sindhanur,2016,Maize,22.33,27.92,2.53,88.97,27.04,12.12,492.74,32.12,26.85,102.41,29.94,5.42,Q4,45880
Sindhanur,2016,Onion,19.02,26.02,2.62,79.36,24.97,10.5,449.94,23.79,22.15,94.2,24.13,5.54,Q4,16840
Sindhanur,2018,Bengal Gram,61.74,24.64,18.38,255.06,23.22,22.66,773.4,25.79,9.87,192.48,20.16,7.9,Q4,9710
Sindhanur,2018,Pepper,14.78,34.46,1.33,67.53,35.98,8.58,402.22,23.74,20.76,79.09,31.39,4.15,Q4,14950
